store_name,store_id,mall_id,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,mall_name,mall_country,total_mall_area,block_id,external_mall_id,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,average_dwell_time,median_dwell_time
store_1421,5796,15,17/08/2019,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,883756.0,659871.0,263.0,mall_15,Poland,95398.0,4440.0,17.0,-54151.0,17818.0,12939.0,6609.0,48205.0,8814.0,75717.0,69967.85,1503397.23,2485.2,53399.36,909582,19544164,366,970.6093782681448,660.0
store_1496,5799,15,12/10/2019,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,6211469.0,309753.0,63.0,mall_15,Poland,95398.0,4262.0,17.0,-8524.0,66427.0,1123.0,9611.0,68512.0,16067.0,22606.0,14659.69,848964.69,520.7,30154.48,190576,11036541,366,467.22064624795,300.0
store_1566,5800,15,18/11/2019,22/02/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9252999.0,853249.0,133.0,mall_15,Poland,95398.0,4432.0,17.0,-24537.0,11927.0,34.0,9584.0,33637.0,5021.0,96698.0,3656.33,448790.22,131.63,16156.45,32907,4039112,250,342.3774990199922,180.0
store_1566,5800,15,18/11/2019,22/02/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,9252999.0,853249.0,133.0,mall_15,Poland,95398.0,4432.0,17.0,-24537.0,11927.0,34.0,9584.0,33637.0,5021.0,96698.0,6919.0,365328.67,309.81,16358.0,20757,1095986,67,342.3774990199922,180.0
store_325,5851,15,11/04/2024,,Fashion apparel,Family Fashion,Jeans,6982355.0,904649.0,104.0,mall_15,Poland,95398.0,4432.0,17.0,-33403.0,82259.0,5180.0,3460.0,83920.0,15839.0,98290.0,3656.33,448790.22,131.63,16156.45,32907,4039112,250,342.3774990199922,180.0
store_325,5851,15,11/04/2024,,Fashion apparel,Family Fashion,Jeans,6982355.0,904649.0,104.0,mall_15,Poland,95398.0,4432.0,17.0,-33403.0,82259.0,5180.0,3460.0,83920.0,15839.0,98290.0,6919.0,365328.67,309.81,16358.0,20757,1095986,67,342.3774990199922,180.0
store_1375,5801,15,10/12/2019,,Fitness,Gym,Gym,6821203.0,780214.0,338.0,mall_15,Poland,95398.0,4441.0,17.0,-54409.0,91595.0,3779.0,4235.0,34277.0,12308.0,100062.0,24673.54,227525.69,881.2,8125.92,320756,2957834,364,4606.144889357218,4620.0
store_1343,5802,15,19/02/2020,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1506163.0,1151759.0,248.0,mall_15,Poland,95398.0,4317.0,17.0,-53956.0,77072.0,12729.0,9861.0,29750.0,13268.0,80527.0,13166.77,757864.54,467.67,26918.69,171168,9852239,366,425.02864525780734,180.0
store_1395,5804,15,15/07/2020,,Fashion apparel,Matern./Childr. Fash.,Children fashion,5823056.0,1075737.0,113.0,mall_15,Poland,95398.0,4382.0,17.0,-71073.0,82344.0,8414.0,4215.0,23435.0,16198.0,95913.0,16292.69,654360.54,578.7,23242.31,211805,8506687,366,399.6963199072733,180.0
store_54,5805,15,15/07/2020,14/07/2024,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,9100916.0,1314770.0,120.0,mall_15,Poland,95398.0,4327.0,17.0,-113880.0,54433.0,1927.0,12564.0,42199.0,16037.0,41289.0,3725.38,745043.62,141.25,28248.1,29803,5960349,211,685.0621857634295,180.0
store_1743,5806,15,12/09/2020,,Health & Beauty,Optician,Optician & Sunglasses,2287680.0,557716.0,317.0,mall_15,Poland,95398.0,4310.0,17.0,-113273.0,70325.0,11034.0,11028.0,61489.0,3971.0,122708.0,4467.23,893962.08,158.67,31752.75,58074,11621507,366,1001.457093745868,360.0
store_1848,5807,15,03/10/2020,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,7908124.0,315788.0,476.0,mall_15,Poland,95398.0,4413.0,17.0,-85612.0,67487.0,10707.0,10403.0,4734.0,7707.0,52401.0,1210.69,695839.69,43.0,24715.62,15739,9045916,366,935.9591489361702,420.0
store_1418,5808,15,30/10/2020,03/05/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,3045440.0,1215677.0,8.0,mall_15,Poland,95398.0,4365.0,17.0,-123773.0,65752.0,4240.0,1655.0,49529.0,10686.0,102530.0,5937.33,370853.83,258.14,16124.08,35624,2225123,138,763.1559633027523,120.0
store_262,5809,15,28/11/2020,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,7878950.0,213000.0,121.0,mall_15,Poland,95398.0,4411.0,17.0,-87416.0,84923.0,8182.0,3599.0,53810.0,4254.0,53392.0,52945.31,455818.62,1880.57,16190.28,688289,5925642,366,461.02423294275405,180.0
store_1768,5810,15,10/12/2020,,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,4151244.0,589839.0,260.0,mall_15,Poland,95398.0,4295.0,17.0,-28625.0,87582.0,3336.0,8184.0,16266.0,2779.0,22823.0,9062.85,1502567.62,321.9,53369.89,117817,19533379,366,1647.4150777578236,480.0
store_1402,5811,15,19/05/2021,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,4849508.0,1321322.0,478.0,mall_15,Poland,95398.0,4359.0,17.0,-81315.0,32926.0,13762.0,2731.0,42820.0,14820.0,116897.0,12262.23,451443.08,436.74,16078.79,159409,5868760,365,336.97543189512976,180.0
store_90,5813,15,19/05/2021,,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,7593907.0,179684.0,345.0,mall_15,Poland,95398.0,4431.0,17.0,-94353.0,10629.0,239.0,1766.0,27457.0,609.0,109244.0,15407.15,444521.85,548.75,15832.28,200293,5778784,365,914.7701243264678,540.0
store_1437,5814,15,19/05/2021,21/05/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4329987.0,799701.0,260.0,mall_15,Poland,95398.0,4373.0,17.0,-69742.0,72771.0,4662.0,2379.0,73375.0,13508.0,17931.0,20944.5,584370.5,800.43,22332.63,125667,3506223,157,1185.0566750629723,180.0
store_1437,5814,15,19/05/2021,21/05/2024,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4329987.0,799701.0,260.0,mall_15,Poland,95398.0,4371.0,17.0,-69742.0,72771.0,4662.0,2379.0,73375.0,13508.0,17931.0,17748.0,583525.5,678.27,22300.34,106488,3501153,157,1183.1100130794944,120.0
store_166,5815,15,01/06/2021,,Food & Beverage Services,Fast Meal,American & Burgers,7461914.0,225206.0,142.0,mall_15,Poland,95398.0,4334.0,17.0,-64931.0,79603.0,157.0,2430.0,7857.0,2247.0,21568.0,23701.31,279329.08,841.85,9921.52,308117,3631278,366,1129.6833066232928,660.0
store_2143,5817,15,05/06/2021,11/02/2024,Entertainment,Entertainment,Others Entertainment,8418706.0,228350.0,351.0,mall_15,Poland,95398.0,4363.0,17.0,-97878.0,11420.0,2787.0,4655.0,33418.0,16125.0,50643.0,9427.92,468888.46,335.79,16700.14,122563,6095550,365,1002.9286814109744,660.0
store_2143,5852,15,11/02/2024,,Entertainment,Entertainment,Others Entertainment,3361543.0,1053643.0,246.0,mall_15,Poland,95398.0,4363.0,17.0,-63495.0,23185.0,9562.0,8356.0,24432.0,10892.0,46545.0,9427.92,468888.46,335.79,16700.14,122563,6095550,365,1002.9286814109744,660.0
store_94,5818,15,29/07/2021,,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,4920941.0,241168.0,24.0,mall_15,Poland,95398.0,4268.0,17.0,-75773.0,36633.0,4415.0,12036.0,75064.0,5268.0,96103.0,36619.54,848931.54,1300.69,30153.31,476054,11036110,366,429.712274071139,240.0
store_1390,5821,15,15/10/2021,,Fashion apparel,Men's Fashion,Men's Fashion,274091.0,489442.0,446.0,mall_15,Poland,95398.0,4279.0,17.0,-40927.0,97871.0,3242.0,1843.0,70835.0,10174.0,57513.0,27791.77,894075.15,987.14,31756.77,361293,11622977,366,402.6703163843343,180.0
store_1708,5822,15,05/11/2021,,Health & Beauty,Optician,Optician & Sunglasses,3793384.0,98121.0,161.0,mall_15,Poland,95398.0,4292.0,17.0,-111664.0,13894.0,10637.0,7112.0,6726.0,12595.0,109838.0,3454.31,849044.85,122.69,30157.33,44906,11037583,366,457.1847507331378,240.0
store_2145,5823,15,13/11/2021,,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",3101951.0,784529.0,493.0,mall_15,Poland,95398.0,4306.0,17.0,-18061.0,88101.0,11711.0,9562.0,41825.0,8285.0,38237.0,3393.31,1001705.69,120.53,35579.71,44113,13022174,366,1357.1363540122804,600.0
store_367,5824,15,25/11/2021,,Fashion apparel,Family Fashion,Family Fashion,454621.0,239151.0,175.0,mall_15,Poland,95398.0,4329.0,17.0,-96420.0,82195.0,3107.0,2160.0,6357.0,538.0,590.0,44800.0,258941.46,1595.62,9222.57,582400,3366239,365,731.5413920432712,420.0
store_1764,5827,15,22/04/2022,,Services,Imaterial services,Travel Agency,444080.0,705477.0,372.0,mall_15,Poland,95398.0,4332.0,17.0,-55005.0,97176.0,9707.0,6249.0,51338.0,2833.0,63062.0,1916.54,258900.77,68.26,9221.12,24915,3365710,365,1974.6087385830656,1200.0
store_1444,5829,15,09/07/2022,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",4388896.0,1280516.0,510.0,mall_15,Poland,95398.0,4271.0,17.0,-51891.0,16184.0,11116.0,5139.0,15671.0,1956.0,35585.0,11609.92,1503489.38,412.37,53402.63,150929,19545362,366,320.9093389398,180.0
store_1180,5830,15,29/06/2022,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,8907630.0,288919.0,483.0,mall_15,Poland,95398.0,4272.0,17.0,-75178.0,37138.0,1935.0,11578.0,43933.0,11114.0,72907.0,16047.0,1503471.23,569.98,53401.98,208611,19545126,366,458.7529274673552,300.0
store_1718,5831,15,22/10/2022,08/10/2023,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,7681643.0,214861.0,64.0,mall_15,Poland,95398.0,4270.0,17.0,-107105.0,42513.0,11846.0,2301.0,23739.0,577.0,25575.0,13532.63,841379.38,523.0,32517.08,108261,6731035,207,1149.1783512836143,300.0
store_1437,5854,15,24/05/2024,,Bags & Footwear & Accessories,Footwear,Family footwear,1331176.0,1067616.0,186.0,mall_15,Poland,95398.0,4270.0,17.0,-20627.0,78680.0,10865.0,5106.0,36934.0,11440.0,73059.0,13532.63,841379.38,523.0,32517.08,108261,6731035,207,1149.1783512836143,300.0
store_279,5832,15,16/12/2022,,Fashion apparel,Family Fashion,Family Fashion,3049066.0,1049487.0,368.0,mall_15,Poland,95398.0,4429.0,17.0,-16730.0,72646.0,7544.0,10755.0,20252.0,2621.0,408.0,3850.0,444535.23,137.12,15832.76,50050,5778958,365,369.78807106598987,120.0
store_2069,5834,15,26/12/2022,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,2978134.0,1020882.0,338.0,mall_15,Poland,95398.0,4412.0,17.0,-123926.0,74795.0,7659.0,2978.0,73730.0,10897.0,15008.0,4733.31,455832.23,168.12,16190.76,61533,5925819,366,436.81637990927294,240.0
store_1434,5837,15,14/02/2023,,Health & Beauty,Hair & Body,Hairdressers,9271669.0,297842.0,473.0,mall_15,Poland,95398.0,4437.0,17.0,-16320.0,73972.0,12613.0,13448.0,8408.0,3689.0,42211.0,5203.31,444890.69,185.32,15845.42,67643,5783579,365,1589.0970541219456,1440.0
store_2147,5840,15,10/07/2023,,Food & Beverage Services,Fast Meal,American & Burgers,1941486.0,84475.0,323.0,mall_15,Poland,95398.0,4356.0,17.0,-28683.0,13857.0,13932.0,7886.0,1913.0,1371.0,58841.0,20151.92,197537.38,717.74,7035.58,261975,2567986,365,1227.7744041924884,720.0
store_334,5841,15,11/07/2023,,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,543454.0,1209453.0,238.0,mall_15,Poland,95398.0,4401.0,17.0,-4700.0,76767.0,2743.0,14178.0,85036.0,6757.0,21685.0,16079.92,543807.62,571.14,19315.57,209039,7069499,366,521.730899411407,240.0
store_689,5842,15,08/09/2023,,Fashion apparel,Women's Fashion,Women's Fashion,2168760.0,119750.0,40.0,mall_15,Poland,95398.0,4390.0,17.0,-96916.0,1399.0,1591.0,8249.0,19034.0,2569.0,107157.0,58893.15,770486.31,2091.83,27367.0,765611,10016322,366,650.5922582323292,300.0
store_1093,5843,15,23/09/2023,,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,431058.0,231051.0,492.0,mall_15,Poland,95398.0,4266.0,17.0,-99684.0,17896.0,2540.0,13295.0,80958.0,9067.0,12635.0,7508.0,849036.08,266.68,30157.02,97604,11037469,366,451.3657343186461,240.0
store_1718,5844,15,11/10/2023,,Culture & Media & Technology,General Culture & Media & Technology,General Culture & Media & Technology,3474060.0,52835.0,241.0,mall_15,Poland,95398.0,4311.0,17.0,-104010.0,67399.0,9492.0,4652.0,10597.0,1592.0,17920.0,13509.69,893915.23,479.85,31751.09,175626,11620898,366,2698.513778365487,1080.0
store_145,5846,15,09/11/2023,,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,2273888.0,1117877.0,181.0,mall_15,Poland,95398.0,4282.0,17.0,-85267.0,43914.0,10948.0,3226.0,20918.0,2577.0,50381.0,20292.85,893729.46,720.78,31744.49,263807,11618483,366,581.3764917443191,360.0
store_2061,5856,15,19/07/2024,,Food & Beverage Services,Fast Meal,Mediterranean and Oriental - Fast Meal,6768899.0,973179.0,348.0,mall_15,Poland,95398.0,4349.0,17.0,-77859.0,72462.0,11755.0,14575.0,9971.0,5012.0,40619.0,2238.33,258939.17,88.94,10288.97,13430,1553635,151,1674.7838214783822,1500.0
store_1837,5857,15,23/08/2024,,Fashion apparel,Women's Fashion,Women's Fashion,2661808.0,1128950.0,257.0,mall_15,Poland,95398.0,4372.0,17.0,-61379.0,76680.0,8876.0,14868.0,23163.0,6107.0,5271.0,4122.4,562679.4,177.69,24253.42,20612,2813397,116,329.2297535211268,180.0
store_1321,5862,14,01/04/1996,,Fashion apparel,Lingerie & Underwear,Women underwear,2101188.0,76150.0,373.0,mall_14,Spain,64985.0,4865.0,7.0,-111651.0,26744.0,9287.0,13518.0,63516.0,12573.0,15895.0,5001.12,447800.25,178.61,15992.87,40009,3582402,224,451.21186922841264,180.0
store_2148,5866,14,03/03/1994,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",5824951.0,1223163.0,229.0,mall_14,Spain,64985.0,60.0,7.0,-22661.0,31794.0,4592.0,11907.0,49328.0,3565.0,79165.0,3603.75,830717.13,128.71,29668.47,28830,6645737,224,521.4046179219351,240.0
store_2069,6063,14,27/03/2023,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,5562735.0,1343409.0,437.0,mall_14,Spain,64985.0,60.0,7.0,-93706.0,11168.0,6661.0,12108.0,58225.0,7184.0,32164.0,3603.75,830717.13,128.71,29668.47,28830,6645737,224,521.4046179219351,240.0
store_2148,5866,14,03/03/1994,,Other,"Tobbaconists, lotteries and other activities","Tobbaconists, lotteries and other activities",5824951.0,1223163.0,229.0,mall_14,Spain,64985.0,4896.0,7.0,-22661.0,31794.0,4592.0,11907.0,49328.0,3565.0,79165.0,30732.25,582260.0,1097.58,20795.0,245858,4658080,224,207.37954212080135,120.0
store_2149,5869,14,01/01/1996,,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,8636914.0,1087653.0,321.0,mall_14,Spain,64985.0,23.0,7.0,-106032.0,33417.0,7256.0,9271.0,84483.0,5699.0,30239.0,6061.75,254911.75,216.49,9103.99,48494,2039294,224,882.2750424448217,420.0
store_1736,5969,14,01/01/2016,26/03/2023,Food & Beverage Services,Service to table restaurants,Crepes,5905253.0,397532.0,182.0,mall_14,Spain,64985.0,23.0,7.0,-7418.0,32084.0,4323.0,6597.0,5372.0,15311.0,122268.0,6061.75,254911.75,216.49,9103.99,48494,2039294,224,882.2750424448217,420.0
store_1442,6076,14,09/12/2023,,Food & Beverage Services,Sweet moments,Juices,9235939.0,624135.0,104.0,mall_14,Spain,64985.0,23.0,7.0,-64545.0,43035.0,11131.0,4172.0,81216.0,3484.0,52834.0,6061.75,254911.75,216.49,9103.99,48494,2039294,224,882.2750424448217,420.0
store_1686,5871,14,01/01/1996,,Home,Furniture & Interior Design,Home textile,1231730.0,226311.0,262.0,mall_14,Spain,64985.0,4808.0,7.0,-119189.0,62885.0,2449.0,1658.0,1503.0,14484.0,3946.0,2713.13,640025.25,96.9,22858.04,21705,5120202,224,361.4119776738573,180.0
store_1346,5872,14,01/01/1996,,Gifts,Themed Gift,Themed gift,6333289.0,1181534.0,409.0,mall_14,Spain,64985.0,37.0,7.0,-112355.0,54873.0,9851.0,5589.0,15887.0,489.0,107518.0,20610.5,670020.88,736.09,23929.32,164884,5360167,224,510.1431644402668,420.0
store_1332,5873,14,01/01/1996,,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,8946477.0,682005.0,7.0,mall_14,Spain,64985.0,46.0,7.0,-2383.0,89861.0,7719.0,14633.0,58893.0,14873.0,46045.0,17926.38,642001.0,640.23,22928.61,143411,5136008,224,605.502994011976,360.0
store_513,5874,14,01/01/1996,,Health & Beauty,Optician,Optician & Sunglasses,6870729.0,754775.0,71.0,mall_14,Spain,64985.0,48.0,7.0,-83997.0,25613.0,13032.0,12864.0,63155.0,9435.0,28602.0,11695.25,595569.87,417.69,21270.35,93562,4764559,224,880.2999169779991,480.0
store_468,5876,14,01/01/1996,,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,737332.0,1012062.0,417.0,mall_14,Spain,64985.0,42.0,7.0,-34863.0,11527.0,5293.0,3449.0,75158.0,4965.0,121947.0,54710.0,708018.75,1953.93,25286.38,437680,5664150,224,927.1729050358374,540.0
store_2150,5877,14,01/01/1996,,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,5548086.0,1321872.0,222.0,mall_14,Spain,64985.0,4838.0,7.0,-91711.0,71892.0,3138.0,15234.0,83527.0,9737.0,19120.0,11678.5,872276.25,417.09,31152.72,93428,6978210,224,278.68241143567434,180.0
store_801,5879,14,01/01/1996,18/02/2024,Sport,Sport Clothes & Equipment,Sport general store,5576554.0,1333968.0,194.0,mall_14,Spain,64985.0,74.0,7.0,-101560.0,96183.0,1214.0,13420.0,7943.0,4093.0,115652.0,64904.87,642033.5,2318.03,22929.77,519239,5136268,224,851.8028725233308,480.0
store_774,6081,14,11/03/2024,,Sport,Sport Clothes & Equipment,Sport general store,1809389.0,50469.0,347.0,mall_14,Spain,64985.0,74.0,7.0,-103075.0,32902.0,12852.0,10622.0,38760.0,15532.0,1784.0,64904.87,642033.5,2318.03,22929.77,519239,5136268,224,851.8028725233308,480.0
store_33,5881,14,01/01/1996,,Services,Multiservices shops,Multiservices shops,2096443.0,1264145.0,324.0,mall_14,Spain,64985.0,4836.0,7.0,-5548.0,54108.0,966.0,10227.0,9355.0,11523.0,41098.0,4720.63,302152.5,168.59,10791.16,37765,2417220,224,349.8310748097271,240.0
store_2151,5882,14,01/01/1995,,Fashion apparel,Men's Fashion,Men's Fashion,5148075.0,185685.0,155.0,mall_14,Spain,64985.0,2.0,7.0,-69103.0,55344.0,4435.0,14081.0,30456.0,7761.0,113269.0,2965.88,873225.37,105.92,31186.62,23727,6985803,224,1641.8298743057585,600.0
store_1328,5883,14,01/01/1996,,Health & Beauty,Hair & Body,Hairdressers,8696185.0,942745.0,413.0,mall_14,Spain,64985.0,33.0,7.0,-116669.0,79239.0,6531.0,7544.0,5616.0,1717.0,45539.0,3532.75,266012.13,126.17,9500.43,28262,2128097,224,2120.583886255924,1560.0
store_1753,5885,14,01/01/1995,22/06/2021,Bags & Footwear & Accessories,Accessories,"Ties, Scarfs, Hats, Belts, Gloves ...",9530043.0,894394.0,430.0,mall_14,Spain,64985.0,890.0,7.0,-8165.0,14576.0,5503.0,12602.0,10146.0,16569.0,37664.0,4166.88,640037.63,148.82,22858.49,33335,5120301,224,287.4459752108003,180.0
store_1714,6046,14,23/06/2021,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",8571616.0,664744.0,505.0,mall_14,Spain,64985.0,890.0,7.0,-27043.0,24256.0,6966.0,3736.0,11414.0,7331.0,88008.0,4166.88,640037.63,148.82,22858.49,33335,5120301,224,287.4459752108003,180.0
store_2035,5886,14,01/01/1996,,Health & Beauty,Hair & Body,Hairdressers,2656198.0,502382.0,326.0,mall_14,Spain,64985.0,4833.0,7.0,-108148.0,62859.0,10256.0,1756.0,65631.0,15148.0,72512.0,2417.63,302174.38,86.34,10791.94,19341,2417395,224,1512.863376321148,1080.0
store_78,5887,14,01/01/1996,,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",4523280.0,908743.0,411.0,mall_14,Spain,64985.0,4816.0,7.0,-83291.0,59076.0,3793.0,14464.0,75929.0,8514.0,88918.0,16367.38,707964.13,584.55,25284.43,130939,5663713,224,556.7653932775252,300.0
store_1378,5888,14,01/01/1996,,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",4765952.0,1066621.0,446.0,mall_14,Spain,64985.0,25.0,7.0,-78011.0,80223.0,6020.0,11116.0,78660.0,10982.0,46375.0,24212.88,708433.5,864.75,25301.2,193703,5667468,224,380.0858736295076,240.0
store_1451,5889,14,01/01/1996,,Bags & Footwear & Accessories,Footwear,Family footwear,6097905.0,466963.0,121.0,mall_14,Spain,64985.0,4871.0,7.0,-17656.0,93018.0,7030.0,8250.0,45856.0,14950.0,119359.0,25841.88,448004.25,922.92,16000.15,206735,3584034,224,468.9154827651876,240.0
store_71,5890,14,31/12/1980,,Fashion apparel,Women's Fashion,Women's Fashion,6512277.0,786949.0,234.0,mall_14,Spain,64985.0,4817.0,7.0,-121845.0,41573.0,6185.0,8303.0,73438.0,13638.0,22093.0,32017.0,606114.33,1239.37,23462.49,192102,3636686,155,455.9485901955883,180.0
store_137,5891,14,08/03/1997,,Fashion apparel,Matern./Childr. Fash.,Children fashion,7346748.0,701613.0,215.0,mall_14,Spain,64985.0,63.0,7.0,-59714.0,96006.0,1335.0,3168.0,75811.0,5074.0,16309.0,7787.88,447943.63,278.14,15997.99,62303,3583549,224,456.959536427121,300.0
store_1335,5892,14,01/02/1997,,Food & Beverage Services,Gourmet Food Products,Chocolate,1883396.0,898990.0,142.0,mall_14,Spain,64985.0,4797.0,7.0,-63571.0,33764.0,3396.0,5354.0,68701.0,4462.0,61697.0,9194.12,265088.88,328.36,9467.46,73553,2120711,224,435.85339248054686,240.0
store_1480,5893,14,31/12/1980,,Fashion apparel,Men's Fashion,Men's Fashion,7741104.0,1184802.0,192.0,mall_14,Spain,64985.0,62.0,7.0,-95045.0,20708.0,5978.0,7334.0,32295.0,3069.0,83288.0,11559.5,581988.12,412.84,20785.29,92476,4655905,224,379.52958167844434,180.0
store_1778,5894,14,01/01/1992,,Fashion apparel,Women's Fashion,Women's Fashion,2682114.0,1206814.0,255.0,mall_14,Spain,64985.0,4854.0,7.0,-62831.0,45601.0,2208.0,5177.0,76020.0,13448.0,50641.0,9493.88,589300.87,339.07,21046.46,75951,4714407,224,328.7971960537052,180.0
store_1387,5895,14,18/09/1997,,Health & Beauty,Optician,Optician & Sunglasses,9964674.0,71581.0,345.0,mall_14,Spain,64985.0,32.0,7.0,-71668.0,6809.0,6649.0,15197.0,55247.0,10616.0,87257.0,5970.5,642639.5,213.23,22951.41,47764,5141116,224,768.452244523755,360.0
store_1376,5897,14,01/07/1998,,Fashion apparel,Women's Fashion,Women's Fashion,1403170.0,1141579.0,248.0,mall_14,Spain,64985.0,4842.0,7.0,-33011.0,18926.0,6560.0,4296.0,71472.0,13997.0,121946.0,10780.38,801748.5,385.01,28633.88,86243,6413988,224,383.641797864037,180.0
store_807,5898,14,31/12/1980,,Fashion apparel,Women's Fashion,Women's Fashion,4482584.0,889778.0,206.0,mall_14,Spain,64985.0,4855.0,7.0,-34308.0,28079.0,8390.0,15053.0,8550.0,13644.0,100537.0,22706.12,802078.75,810.93,28645.67,181649,6416630,224,527.0774516523655,240.0
store_1312,5899,14,01/01/1996,,Fashion apparel,Men's Fashion,Men's Fashion,4500943.0,572971.0,205.0,mall_14,Spain,64985.0,58.0,7.0,-32878.0,23939.0,215.0,8234.0,19205.0,12917.0,43741.0,10985.5,448115.5,392.34,16004.13,87884,3584924,224,407.1920320333793,240.0
store_521,5900,14,01/01/1996,03/11/2023,Fashion apparel,Men's Fashion,Men's Fashion,8708843.0,474265.0,344.0,mall_14,Spain,64985.0,45.0,7.0,-69837.0,35606.0,10449.0,2150.0,23186.0,1221.0,76246.0,44255.5,525790.38,1580.55,18778.23,354044,4206323,224,843.5950470233852,360.0
store_521,6068,14,03/11/2023,,Fashion apparel,Men's Fashion,Men's Fashion,7815631.0,632674.0,74.0,mall_14,Spain,64985.0,45.0,7.0,-83524.0,76396.0,25.0,2120.0,33451.0,11887.0,102974.0,44255.5,525790.38,1580.55,18778.23,354044,4206323,224,843.5950470233852,360.0
store_1465,5901,14,01/01/1996,,Fashion apparel,Women's Fashion,Women's Fashion,7575123.0,53216.0,296.0,mall_14,Spain,64985.0,70.0,7.0,-96157.0,67785.0,8027.0,4603.0,24379.0,7833.0,79772.0,12140.13,582721.63,433.58,20811.49,97121,4661773,224,456.7304293585612,180.0
store_1722,5902,14,01/01/1996,,Services,Non-clothes repairs,Non clothes repairs,1167712.0,870300.0,284.0,mall_14,Spain,64985.0,17.0,7.0,-79144.0,13970.0,12690.0,3633.0,50552.0,6151.0,5472.0,4760.0,595738.13,170.0,21276.36,38080,4765905,224,399.6749311294766,300.0
store_749,5903,14,30/10/1995,10/05/2023,Fashion apparel,Family Fashion,Family Fashion,834924.0,516186.0,210.0,mall_14,Spain,64985.0,5.0,7.0,-55467.0,18191.0,13633.0,10171.0,79004.0,6197.0,48917.0,33683.5,560415.0,1513.87,25187.19,134734,2241660,89,581.1624125738767,300.0
store_98,6091,14,19/09/2024,,Fashion apparel,Family Fashion,Family Fashion,1124310.0,1228216.0,203.0,mall_14,Spain,64985.0,5.0,7.0,-28434.0,6285.0,12590.0,7957.0,84920.0,3772.0,43001.0,33683.5,560415.0,1513.87,25187.19,134734,2241660,89,581.1624125738767,300.0
store_1488,5904,14,31/12/1980,,Fashion apparel,Women's Fashion,Women's Fashion,6490201.0,261495.0,225.0,mall_14,Spain,64985.0,4856.0,7.0,-64106.0,37028.0,2272.0,4735.0,76750.0,7673.0,75812.0,10428.12,589443.13,372.43,21051.54,83425,4715545,224,377.17229472589895,180.0
store_1436,5906,14,31/12/1980,,Fashion apparel,Men's Fashion,Men's Fashion,4557618.0,148576.0,416.0,mall_14,Spain,64985.0,6.0,7.0,-16755.0,99370.0,1799.0,8988.0,35200.0,3016.0,5993.0,12047.5,448147.37,430.27,16005.26,96380,3585179,224,611.6258611552729,240.0
store_1941,5909,14,29/10/2001,,Fashion apparel,Family Fashion,Family Fashion,5099613.0,650955.0,143.0,mall_14,Spain,64985.0,13.0,7.0,-7699.0,9833.0,10190.0,3048.0,18720.0,8017.0,5497.0,7328.0,872230.13,261.71,31151.08,58624,6977841,224,340.39059167631467,180.0
